District,StreetBlock,LATITUDE_X,LONGITUDE_X,SNA_NEIGHBORHOOD,ShootID,RMS_No,Race,Sex,Age,Type,YearOccurred,DateOccurred,TimeOccurred,DateTimeOccured,COMMUNITY_COUNCIL_NEIGHBORHOOD
2,800 Block of WILLIAM H TAFT RD,39.128,-84.4892,Walnut Hills,6038,229021809,BLACK,MALE,29,NONFATAL,2022,20220818,184400,8/18/2022 6:44:00 PM,Walnut Hills
2,800 Block of WILLIAM H TAFT RD,39.1275,-84.4905,Walnut Hills,6039,229021809,BLACK,MALE,52,NONFATAL,2022,20220818,184400,8/18/2022 6:44:00 PM,Walnut Hills
4,200 Block of CRAFT ST,39.1788,-84.5116,Winton Hills,6034,229021696,BLACK,FEMALE,14,NONFATAL,2022,20220817,183000,8/17/2022 6:30:00 PM,Winton Hills
1,1700 Block of PLEASANT ST,39.1151,-84.5196,Over-the-Rhine,6033,229021537,BLACK,FEMALE,43,NONFATAL,2022,20220816,001800,8/16/2022 12:18:00 AM,OTR
1,1500 Block of JONES ST,39.1117,-84.5258,West End,6032,229021481,BLACK,MALE,21,NONFATAL,2022,20220815,142400,8/15/2022 2:24:00 PM,West End
1,800 Block of W LIBERTY ST,39.114,-84.528,West End,6029,229021384,BLACK,MALE,30,NONFATAL,2022,20220814,171000,8/14/2022 5:10:00 PM,West End
1,1600 Block of LINN ST,39.1136,-84.5265,West End,6030,229021380,BLACK,MALE,14,NONFATAL,2022,20220814,155500,8/14/2022 3:55:00 PM,West End
4,800 Block of BLAIR AVE,39.1405,-84.492,Avondale,6031,229021399,BLACK,MALE,17,NONFATAL,2022,20220814,192500,8/14/2022 7:25:00 PM,Avondale
4,7700 Block of READING RD,39.2033,-84.4545,Roselawn,6268,239009943,BLACK,MALE,21,NONFATAL,2023,20230415,012500,4/15/2023 1:25:00 AM,Roselawn
4,7700 Block of READING RD,39.2031,-84.4553,Roselawn,6269,239009943,OTHER,MALE,41,NONFATAL,2023,20230415,012500,4/15/2023 1:25:00 AM,Roselawn
C,00 Block of GARFIELD PL,39.1053,-84.5154,Downtown,6270,239010010,BLACK,FEMALE,43,NONFATAL,2023,20230415,175200,4/15/2023 5:52:00 PM,Downtown
C,00 Block of GARFIELD PL,39.1044,-84.5138,Downtown,6271,239010010,BLACK,FEMALE,30,NONFATAL,2023,20230415,175200,4/15/2023 5:52:00 PM,Downtown
C,00 Block of GARFIELD PL,39.1041,-84.514,Downtown,6272,239010010,BLACK,MALE,29,NONFATAL,2023,20230415,175200,4/15/2023 5:52:00 PM,Downtown
C,100 Block of GARFIELD PL,39.1049,-84.5162,Downtown,6265,239009921,BLACK,MALE,21,NONFATAL,2023,20230414,200500,4/14/2023 8:05:00 PM,West End
4,3500 Block of BURNET AV,39.1449,-84.5004,Avondale,6266,239009928,BLACK,MALE,19,NONFATAL,2023,20230414,220100,4/14/2023 10:01:00 PM,Avondale
1,800 Block of FINDLAY ST,39.1162,-84.5279,West End,5953,229015895,BLACK,MALE,42,NONFATAL,2022,20220625,090200,6/25/2022 9:02:00 AM,West End
4,100 Block of CLINTON SPRINGS AV,39.1589,-84.5013,Avondale,5952,229015632,WHITE,MALE,16,NONFATAL,2022,20220622,195000,6/22/2022 7:50:00 PM,North Avondale
4,6900 Block of GLEN MEADOW LANE,39.1877,-84.4675,Roselawn,5949,229015205,BLACK,FEMALE,8,NONFATAL,2022,20220619,103500,6/19/2022 10:35:00 AM,Bond Hill
3,2400 Block of COLERAIN AVE,39.1338,-84.5358,Camp Washington,5950,229015193,BLACK,MALE,34,FATAL,2022,20220619,044200,6/19/2022 4:42:00 AM,Camp Washington
3,1700 Block of CARLL ST,39.135,-84.5516,North Fairmount,5951,229015280,BLACK,MALE,33,FATAL,2022,20220619,210000,6/19/2022 9:00:00 PM,North Fairmount
C,400 Block of E MEHRING WAY,39.0975,-84.5054,Downtown,5945,229015075,BLACK,FEMALE,27,NONFATAL,2022,20220618,025800,6/18/2022 2:58:00 AM,Downtown
3,2100 Block of W 8TH ST,39.1048,-84.5503,Lower Price Hill_Queensgate,5946,229015084,BLACK,MALE,20,NONFATAL,2022,20220618,050000,6/18/2022 5:00:00 AM,Lower Price Hill
4,3700 Block of READING RD,39.1526,-84.4859,Avondale,5947,229015134,BLACK,MALE,42,NONFATAL,2022,20220618,170900,6/18/2022 5:09:00 PM,Avondale - North Avondale
1,1400 Block of SPANNER DR,39.11,-84.5261,West End,5948,229015163,BLACK,FEMALE,6,NONFATAL,2022,20220618,233600,6/18/2022 11:36:00 PM,West End
3,5000 Block of HAWAIIAN TERRACE,39.1841,-84.5657,Mt. Airy,5944,229015062,BLACK,MALE,17,NONFATAL,2022,20220617,221500,6/17/2022 10:15:00 PM,Mount Airy
1,1300 Block of MAIN ST,39.11,-84.5115,Over-the-Rhine,5942,229014945,BLACK,MALE,44,NONFATAL,2022,20220616,225900,6/16/2022 10:59:00 PM,OTR
1,1300 Block of MAIN ST,39.1097,-84.5109,Over-the-Rhine,5943,229014945,BLACK,MALE,17,NONFATAL,2022,20220616,225900,6/16/2022 10:59:00 PM,OTR
1,1900 Block of COLERAIN AV,39.118,-84.5322,West End,5940,229014621,WHITE,MALE,38,NONFATAL,2022,20220614,033000,6/14/2022 3:30:00 AM,West End
4,1500 Block of YARMOUTH AV,39.1739,-84.4695,Bond Hill,5941,229014691,BLACK,MALE,24,NONFATAL,2022,20220614,151500,6/14/2022 3:15:00 PM,Bond Hill
4,7800 Block of GLEN ORCHARD DR,39.2059,-84.4593,Roselawn,5937,229014481,BLACK,MALE,18,NONFATAL,2022,20220613,000800,6/13/2022 12:08:00 AM,Roselawn
4,7800 Block of GLEN ORCHARD DR,39.2071,-84.4578,Roselawn,5938,229014481,WHITE,MALE,21,NONFATAL,2022,20220613,000800,6/13/2022 12:08:00 AM,Roselawn
3,1500 Block of BEECH AV,39.1214,-84.5771,West Price Hill,5939,229014502,BLACK,MALE,22,NONFATAL,2022,20220613,040000,6/13/2022 4:00:00 AM,West Price Hill
4,7100 Block of FAIRPARK AV,39.1951,-84.4809,Carthage,5935,229014394,BLACK,MALE,20,NONFATAL,2022,20220612,010500,6/12/2022 1:05:00 AM,Carthage
4,1700 Block of PORTMAN ST,39.179,-84.4662,Bond Hill,6201,239002371,BLACK,MALE,17,NONFATAL,2023,20230127,224000,1/27/2023 10:40:00 PM,Bond Hill
4,1700 Block of PORTMAN ST,39.1794,-84.4646,Bond Hill,6202,239002371,BLACK,MALE,15,NONFATAL,2023,20230127,224000,1/27/2023 10:40:00 PM,Bond Hill
3,2000 Block of WESTWOOD NORTHERN BV,39.1431,-84.5599,English Woods_North Fairmount,6198,239001467,BLACK,MALE,34,NONFATAL,2023,20230117,131200,1/17/2023 1:12:00 PM,English Woods
3,900 Block of HARRIS AV,39.1077,-84.5794,West Price Hill,6197,239001417,BLACK,MALE,24,FATAL,2023,20230116,202900,1/16/2023 8:29:00 PM,West Price Hill
3,3200 Block of GOBEL AV,39.1451,-84.5815,Westwood,6196,239001326,BLACK,MALE,31,FATAL,2023,20230115,113600,1/15/2023 11:36:00 AM,Westwood
1,800 Block of POPLAR ST,39.1154,-84.527,West End,5987,229017937,BLACK,MALE,19,NONFATAL,2022,20220713,220300,7/13/2022 10:03:00 PM,West End
1,800 Block of POPLAR ST,39.1144,-84.528,West End,5988,229017937,BLACK,MALE,20,NONFATAL,2022,20220713,220300,7/13/2022 10:03:00 PM,West End
2,6200 Block of CHANDLER ST,39.1624,-84.3868,Madisonville,5984,229017800,BLACK,MALE,25,NONFATAL,2022,20220712,154000,7/12/2022 3:40:00 PM,Madisonville
3,3300 Block of CAVANAUGH AV,39.1441,-84.5731,Westwood,5985,229017809,BLACK,MALE,24,NONFATAL,2022,20220712,163200,7/12/2022 4:32:00 PM,Westwood
1,1200 Block of MAIN ST,39.1089,-84.5112,Over-the-Rhine,5981,229017508,BLACK,MALE,25,NONFATAL,2022,20220710,023700,7/10/2022 2:37:00 AM,OTR
1,700 Block of ELIZABETH ST,39.1064,-84.5277,West End,5983,229017576,BLACK,MALE,25,NONFATAL,2022,20220710,183000,7/10/2022 6:30:00 PM,West End
3,1700 Block of ELMORE ST,39.1562,-84.548,South Cumminsville,5978,229017396,BLACK,MALE,44,NONFATAL,2022,20220709,040000,7/9/2022 4:00:00 AM,South Cumminsville
3,2000 Block of WESTWOOD NORTHERN BV,39.1435,-84.56,English Woods_North Fairmount,5979,229017450,BLACK,MALE,19,NONFATAL,2022,20220709,172600,7/9/2022 5:26:00 PM,English Woods
1,1900 Block of RACE ST,39.1174,-84.5176,Over-the-Rhine,5980,229017490,BLACK,FEMALE,44,NONFATAL,2022,20220709,232700,7/9/2022 11:27:00 PM,OTR
3,5800 Block of PAMELEEN CT,39.2039,-84.5792,Mt. Airy,5982,229017518,BLACK,MALE,20,FATAL,2022,20220709,230400,7/9/2022 11:04:00 PM,Mount Airy
1,1700 Block of VINE ST,39.1146,-84.5155,Over-the-Rhine,5975,229017378,BLACK,MALE,47,NONFATAL,2022,20220708,214000,7/8/2022 9:40:00 PM,OTR
1,1700 Block of VINE ST,39.1141,-84.5166,Over-the-Rhine,5976,229017378,BLACK,MALE,20,NONFATAL,2022,20220708,214000,7/8/2022 9:40:00 PM,OTR
1,1700 Block of VINE ST,39.1143,-84.5156,Over-the-Rhine,5977,229017378,BLACK,MALE,18,NONFATAL,2022,20220708,214000,7/8/2022 9:40:00 PM,OTR
3,2500 Block of WEST FORK RD,39.1705,-84.5784,Mt. Airy,5972,229017238,BLACK,MALE,28,FATAL,2022,20220707,144200,7/7/2022 2:42:00 PM,Mount Airy
1,1500 Block of JOHN ST,39.1133,-84.5241,West End,5973,229017272,BLACK,MALE,17,NONFATAL,2022,20220707,211500,7/7/2022 9:15:00 PM,West End
1,1500 Block of JOHN ST,39.1125,-84.5242,West End,5974,229017272,BLACK,MALE,13,NONFATAL,2022,20220707,211500,7/7/2022 9:15:00 PM,West End
4,3600 Block of READING RD,39.1495,-84.4868,Avondale,5970,229016961,WHITE,MALE,54,NONFATAL,2022,20220705,041000,7/5/2022 4:10:00 AM,Avondale - North Avondale
3,2200 Block of WESTWOOD NORTHERN BV,39.1453,-84.5674,East Westwood,5971,229017073,BLACK,MALE,47,FATAL,2022,20220705,214500,7/5/2022 9:45:00 PM,East Westwood
4,500 Block of DUTCH COLONY DR,39.1881,-84.5101,Winton Hills,5966,229016833,BLACK,MALE,21,NONFATAL,2022,20220704,003300,7/4/2022 12:33:00 AM,Winton Hills
4,500 Block of DUTCH COLONY DR,39.1883,-84.5101,Winton Hills,5967,229016833,BLACK,MALE,23,NONFATAL,2022,20220704,003300,7/4/2022 12:33:00 AM,Winton Hills
4,400 Block of ROCKDALE AV,39.1447,-84.5002,Avondale,6235,239005232,BLACK,MALE,19,NONFATAL,2023,20230225,144800,2/25/2023 2:48:00 PM,Avondale
4,7000 Block of GLEN MEADOW LN,39.1904,-84.468,Roselawn,6231,239005027,BLACK,MALE,17,NONFATAL,2023,20230223,151000,2/23/2023 3:10:00 PM,Bond Hill
3,2300 Block of HARRISON AV,39.1386,-84.5787,Westwood,6228,239004672,BLACK,FEMALE,16,NONFATAL,2023,20230220,043500,2/20/2023 4:35:00 AM,Westwood
1,1300 Block of MAIN ST,39.1099,-84.5126,Over-the-Rhine,6018,229020667,BLACK,MALE,42,NONFATAL,2022,20220807,013500,8/7/2022 1:35:00 AM,OTR
1,1300 Block of MAIN ST,39.1108,-84.5117,Over-the-Rhine,6020,229020667,BLACK,MALE,28,NONFATAL,2022,20220807,013500,8/7/2022 1:35:00 AM,OTR
1,1300 Block of MAIN ST,39.1105,-84.5112,Over-the-Rhine,6021,229020667,BLACK,MALE,30,NONFATAL,2022,20220807,013500,8/7/2022 1:35:00 AM,OTR
1,1300 Block of MAIN ST,39.1112,-84.5115,Over-the-Rhine,6022,229020667,BLACK,FEMALE,30,NONFATAL,2022,20220807,013500,8/7/2022 1:35:00 AM,OTR
1,1300 Block of MAIN ST,39.11,-84.5129,Over-the-Rhine,6023,229020667,BLACK,MALE,47,NONFATAL,2022,20220807,013500,8/7/2022 1:35:00 AM,OTR
1,1300 Block of MAIN ST,39.1113,-84.5122,Over-the-Rhine,6024,229020667,BLACK,MALE,23,NONFATAL,2022,20220807,013500,8/7/2022 1:35:00 AM,OTR
1,1300 Block of MAIN ST,39.1106,-84.5128,Over-the-Rhine,6025,229020667,BLACK,MALE,39,NONFATAL,2022,20220807,013500,8/7/2022 1:35:00 AM,OTR
3,2600 Block of HARRISON AV,39.1413,-84.5897,Westwood,6014,229020378,BLACK,MALE,14,NONFATAL,2022,20220805,013200,8/5/2022 1:32:00 AM,Westwood
3,700 Block of DELHI AV,39.0928,-84.5737,Riverside_Sedamsville,6013,229020119,WHITE,FEMALE,37,NONFATAL,2022,20220803,030800,8/3/2022 3:08:00 AM,Sedamsville
1,1900 Block of COLERAIN AV,39.1185,-84.534,West End,6012,229019921,BLACK,MALE,21,NONFATAL,2022,20220801,152400,8/1/2022 3:24:00 PM,West End
3,2300 Block of MILLVALE CT,39.1486,-84.554,Millvale,6007,229019749,BLACK,MALE,43,NONFATAL,2022,20220731,041500,7/31/2022 4:15:00 AM,Millvale
1,1600 Block of LOCKHURST LN,39.1137,-84.5289,West End,6008,229019756,BLACK,MALE,44,FATAL,2022,20220731,120200,7/31/2022 12:02:00 PM,West End
4,400 Block of KINGS RUN DR,39.1776,-84.5098,Winton Hills,6009,229019778,BLACK,MALE,44,NONFATAL,2022,20220731,120200,7/31/2022 12:02:00 PM,Spring Grove Village
3,2200 Block of CITY VIEW CR,39.1584,-84.5576,Roll Hill,6010,229019825,BLACK,MALE,25,NONFATAL,2022,20220731,183000,7/31/2022 6:30:00 PM,Villages at Roll Hill
3,1600 Block of ROSS AV,39.1173,-84.5732,East Price Hill,6011,229019846,BLACK,MALE,38,NONFATAL,2022,20220731,231500,7/31/2022 11:15:00 PM,East Price Hill
3,2400 Block of WILLIAMSBURG DR,39.1557,-84.5614,Roll Hill,6004,229019683,BLACK,MALE,24,NONFATAL,2022,20220730,125000,7/30/2022 12:50:00 PM,Villages at Roll Hill
4,100 Block of E GALBRAITH RD,39.2124,-84.4687,Hartwell,6005,229019694,BLACK,MALE,25,NONFATAL,2022,20220730,143000,7/30/2022 2:30:00 PM,Hartwell
4,500 Block of VASSAR CT,39.1852,-84.5116,Winton Hills,6006,229019733,BLACK,MALE,35,NONFATAL,2022,20220730,203800,7/30/2022 8:38:00 PM,Winton Hills
4,800 Block of LEXINGTON AV,39.1468,-84.4884,Avondale,6003,229019621,BLACK,MALE,20,NONFATAL,2022,20220729,213300,7/29/2022 9:33:00 PM,Avondale
2,3400 Block of WOODBURN AV,39.1403,-84.475,Evanston,6001,229019419,BLACK,MALE,37,NONFATAL,2022,20220727,181100,7/27/2022 6:11:00 PM,Evanston
2,3400 Block of WOODBURN AV,39.1411,-84.4762,Evanston,6002,229019419,BLACK,MALE,31,NONFATAL,2022,20220727,181100,7/27/2022 6:11:00 PM,Evanston
3,1700 Block of CASEY DR,39.1772,-84.5454,College Hill,6000,229019163,BLACK,MALE,20,NONFATAL,2022,20220725,140600,7/25/2022 2:06:00 PM,Northside
1,1800 Block of ELM ST,39.1156,-84.5202,Over-the-Rhine,6066,229023986,BLACK,MALE,52,FATAL,2022,20220908,233800,9/8/2022 11:38:00 PM,OTR
2,3000 Block of MATHERS ST,39.1371,-84.4865,Walnut Hills,6064,229023698,WHITE,FEMALE,71,NONFATAL,2022,20220906,160500,9/6/2022 4:05:00 PM,Walnut Hills
3,3300 Block of MCHENRY AV,39.1473,-84.5713,East Westwood,6063,229023546,BLACK,MALE,42,NONFATAL,2022,20220905,113000,9/5/2022 11:30:00 AM,East Westwood
4,2600 Block of VINE ST,39.1297,-84.5098,Corryville,6059,229023325,BLACK,MALE,24,NONFATAL,2022,20220903,013800,9/3/2022 1:38:00 AM,Corryville
2,3100 Block of LINWOOD AV,39.1288,-84.4303,Hyde Park,6061,229023335,BLACK,MALE,41,FATAL,2022,20220903,010900,9/3/2022 1:09:00 AM,Mount Lookout
4,300 Block of W NORTH BEND RD,39.1985,-84.4864,Carthage,6062,229023383,WHITE,MALE,53,NONFATAL,2022,20220903,172000,9/3/2022 5:20:00 PM,Carthage
4,3600 Block of READING RD,39.1491,-84.4873,Avondale,6058,229023153,BLACK,MALE,36,NONFATAL,2022,20220901,000400,9/1/2022 12:04:00 AM,Avondale - North Avondale
4,800 Block of GLENWOOD AV,39.1475,-84.4852,Avondale,6056,229022848,BLACK,MALE,19,NONFATAL,2022,20220829,032000,8/29/2022 3:20:00 AM,Avondale - North Avondale
C,800 Block of MAIN ST,39.1044,-84.5099,Downtown,5886,229010186,WHITE,MALE,38,NONFATAL,2022,20220501,012800,5/1/2022 1:28:00 AM,Downtown
3,3400 Block of TINAVIEW CT,39.1502,-84.5877,Westwood,5884,229010085,BLACK,FEMALE,20,NONFATAL,2022,20220429,175500,4/29/2022 5:55:00 PM,Westwood
3,1300 Block of HOPPLE ST,39.1369,-84.5383,Camp Washington,5882,229010016,BLACK,MALE,23,NONFATAL,2022,20220428,232000,4/28/2022 11:20:00 PM,Camp Washington
3,2000 Block of WESTWOOD NORTHERN BV,39.1445,-84.5589,English Woods_North Fairmount,5883,229010014,BLACK,MALE,23,NONFATAL,2022,20220428,232900,4/28/2022 11:29:00 PM,English Woods
1,1200 Block of BROADWAY ST,39.1103,-84.509,Pendleton,5881,229009917,BLACK,MALE,17,NONFATAL,2022,20220427,193000,4/27/2022 7:30:00 PM,Pendleton
3,2100 Block of W EIGHTH ST,39.1054,-84.553,Lower Price Hill_Queensgate,5880,229009509,BLACK,MALE,46,NONFATAL,2022,20220423,050700,4/23/2022 5:07:00 AM,Lower Price Hill
2,2500 Block of KEMPER LN,39.1261,-84.488,Walnut Hills,5876,229009469,BLACK,FEMALE,50,NONFATAL,2022,20220422,181000,4/22/2022 6:10:00 PM,Walnut Hills
2,2500 Block of KEMPER LN,39.1252,-84.4875,Walnut Hills,5877,229009469,BLACK,MALE,34,NONFATAL,2022,20220422,181000,4/22/2022 6:10:00 PM,Walnut Hills
2,2500 Block of KEMPER LN,39.1253,-84.4875,Walnut Hills,5878,229009469,BLACK,MALE,60,NONFATAL,2022,20220422,181000,4/22/2022 6:10:00 PM,Walnut Hills
2,2500 Block of KEMPER LN,39.1266,-84.4871,Walnut Hills,5879,229009469,BLACK,MALE,63,NONFATAL,2022,20220422,181000,4/22/2022 6:10:00 PM,Walnut Hills
1,500 Block of POPLAR ST,39.1151,-84.5252,West End,5875,229009395,BLACK,MALE,23,NONFATAL,2022,20220421,211800,4/21/2022 9:18:00 PM,West End
1,2500 Block of HALSTEAD ST,39.127,-84.5332,CUF,5873,229009311,WHITE,MALE,19,FATAL,2022,20220420,174400,4/20/2022 5:44:00 PM,CUF
1,2500 Block of HALSTEAD ST,39.1278,-84.5326,CUF,5874,229009311,WHITE,MALE,22,NONFATAL,2022,20220420,174400,4/20/2022 5:44:00 PM,CUF
1,1400 Block of WALNUT ST,39.1128,-84.5142,Over-the-Rhine,5872,229008702,BLACK,MALE,19,NONFATAL,2022,20220414,202300,4/14/2022 8:23:00 PM,OTR
4,600 Block of DUTCH COLONY DR,39.1897,-84.5119,Winton Hills,5871,229008512,BLACK,MALE,18,NONFATAL,2022,20220413,000500,4/13/2022 12:05:00 AM,Winton Hills
1,800 Block of W EIGHTH ST,39.1028,-84.5281,Lower Price Hill_Queensgate,5870,229008443,WHITE,MALE,25,NONFATAL,2022,20220412,163300,4/12/2022 4:33:00 PM,Queensgate
4,3300 Block of ALAMEDA PL,39.1389,-84.4972,Avondale,6098,229026512,BLACK,FEMALE,37,NONFATAL,2022,20221004,104500,10/4/2022 10:45:00 AM,Avondale
1,2000 Block of MOHAWK PL,39.1197,-84.5256,Over-the-Rhine,6099,229026586,WHITE,FEMALE,52,NONFATAL,2022,20221004,225200,10/4/2022 10:52:00 PM,OTR
4,4000 Block of READING RD,39.1563,-84.478,North Avondale,6094,229026417,BLACK,MALE,35,NONFATAL,2022,20221003,020000,10/3/2022 2:00:00 AM,North Avondale
4,3300 Block of ALAMEDA PL,39.1388,-84.4961,Avondale,6095,229026486,BLACK,MALE,28,NONFATAL,2022,20221003,221900,10/3/2022 10:19:00 PM,Avondale
4,3300 Block of ALAMEDA PL,39.1384,-84.496,Avondale,6096,229026486,BLACK,MALE,26,NONFATAL,2022,20221003,221900,10/3/2022 10:19:00 PM,Avondale
4,3300 Block of ALAMEDA PL,39.1388,-84.4976,Avondale,6097,229026486,BLACK,MALE,31,NONFATAL,2022,20221003,221900,10/3/2022 10:19:00 PM,Avondale
3,2000 Block of WESTWOOD NORTHERN BV,39.1441,-84.5601,English Woods_North Fairmount,6093,229026047,BLACK,MALE,19,NONFATAL,2022,20220928,224300,9/28/2022 10:43:00 PM,English Woods
4,1300 Block of RYLAND AV,39.1786,-84.4754,Bond Hill,6199,239002236,BLACK,MALE,17,FATAL,2022,20220926,231500,9/26/2022 11:15:00 PM,Bond Hill
4,7700 Block of READING RD,39.203,-84.4557,Roselawn,6090,229025671,BLACK,MALE,33,NONFATAL,2022,20220925,020000,9/25/2022 2:00:00 AM,Roselawn
4,400 Block of KINGS RUN DR,39.1778,-84.5094,Winton Hills,6091,229025725,BLACK,MALE,33,NONFATAL,2022,20220925,192000,9/25/2022 7:20:00 PM,Spring Grove Village
2,3700 Block of PAXTON AV,39.1466,-84.4296,Oakley,5851,229006877,BLACK,MALE,27,NONFATAL,2022,20220325,164200,3/25/2022 4:42:00 PM,Oakley
3,2800 Block of COLERAIN AV,39.1349,-84.5362,Camp Washington,5852,229006900,WHITE,MALE,46,NONFATAL,2022,20220325,212700,3/25/2022 9:27:00 PM,Camp Washington
2,3500 Block of LILAC AV,39.1433,-84.4578,Evanston,5850,229006813,BLACK,MALE,38,NONFATAL,2022,20220324,210000,3/24/2022 9:00:00 PM,Hyde Park
3,2000 Block of MILLVALE CT,39.1481,-84.5554,Millvale,5848,229006662,BLACK,MALE,33,NONFATAL,2022,20220323,131900,3/23/2022 1:19:00 PM,Millvale
3,2000 Block of MILLVALE CT,39.1482,-84.5542,Millvale,5849,229006662,BLACK,MALE,41,NONFATAL,2022,20220323,131900,3/23/2022 1:19:00 PM,Millvale
4,5300 Block of HOLLAND DR,39.1886,-84.5134,Winton Hills,5846,229006469,BLACK,MALE,34,NONFATAL,2022,20220321,120300,3/21/2022 12:03:00 PM,Winton Hills
4,800 Block of BLAIR AV,39.1413,-84.4922,Avondale,5847,229006479,BLACK,MALE,23,NONFATAL,2022,20220321,161000,3/21/2022 4:10:00 PM,Avondale
1,800 Block of FINDLAY ST,39.1169,-84.5272,West End,5845,229006330,BLACK,MALE,37,NONFATAL,2022,20220320,020500,3/20/2022 2:05:00 AM,West End
3,4200 Block of KIRBY AV,39.1663,-84.548,Northside,5844,229006265,BLACK,MALE,31,NONFATAL,2022,20220319,002700,3/19/2022 12:27:00 AM,Northside
1,100 Block of CALHOUN ST,39.128,-84.5147,CUF,5843,229006173,BLACK,MALE,30,NONFATAL,2022,20220318,033500,3/18/2022 3:35:00 AM,CUF - Heights
1,00 Block of E 13TH ST,39.1093,-84.5138,Over-the-Rhine,5840,229006085,BLACK,MALE,21,FATAL,2022,20220317,033000,3/17/2022 3:30:00 AM,OTR
2,3200 Block of GEIER DR,39.1642,-84.4249,Oakley,5841,229006136,BLACK,MALE,24,FATAL,2022,20220317,124200,3/17/2022 12:42:00 PM,Oakley
4,3700 Block of READING RD,39.1498,-84.4866,Avondale,5842,229006150,BLACK,MALE,39,NONFATAL,2022,20220317,220000,3/17/2022 10:00:00 PM,Avondale - North Avondale
3,I Block of S AT MM3.0,39.1392,-84.5327,CUF,5838,229005552,HISPANIC,MALE,48,NONFATAL,2022,20220311,002300,3/11/2022 12:23:00 AM,CUF
4,1200 Block of LAIDLAW AV,39.1779,-84.477,Bond Hill,5839,229005557,BLACK,MALE,26,FATAL,2022,20220311,012600,3/11/2022 1:26:00 AM,Bond Hill
3,2300 Block of HARRISON AV,39.1392,-84.5778,Westwood,6026,229020791,BLACK,MALE,32,NONFATAL,2022,20220809,054000,8/9/2022 5:40:00 AM,Westwood
4,3500 Block of MAGILL AV,39.1447,-84.4832,Avondale,6027,229020801,BLACK,MALE,33,NONFATAL,2022,20220809,073000,8/9/2022 7:30:00 AM,Avondale
4,300 Block of FOREST AV,39.1466,-84.5023,Avondale,6028,229020868,BLACK,MALE,27,NONFATAL,2022,20220809,194000,8/9/2022 7:40:00 PM,Avondale
C,00 Block of E FREEDOM WY,39.0973,-84.5104,Downtown,6015,229020571,WHITE,MALE,27,NONFATAL,2022,20220807,001800,8/7/2022 12:18:00 AM,Downtown
C,00 Block of E FREEDOM WY,39.0978,-84.5108,Downtown,6016,229020571,WHITE,MALE,24,NONFATAL,2022,20220807,001800,8/7/2022 12:18:00 AM,Downtown
1,1300 Block of MAIN ST,39.11,-84.513,Over-the-Rhine,6017,229020667,BLACK,MALE,43,NONFATAL,2022,20220807,013500,8/7/2022 1:35:00 AM,OTR
4,1600 Block of ANITA PL,39.1745,-84.4681,Bond Hill,5785,229000570,BLACK,MALE,29,FATAL,2022,20220108,191300,1/8/2022 7:13:00 PM,Bond Hill
1,1200 Block of GEST ST,39.1065,-84.5365,Lower Price Hill_Queensgate,5780,229000502,BLACK,FEMALE,24,NONFATAL,2022,20220107,222500,1/7/2022 10:25:00 PM,Queensgate
1,1200 Block of GEST ST,39.1068,-84.5356,Lower Price Hill_Queensgate,5781,229000502,BLACK,FEMALE,32,NONFATAL,2022,20220107,222500,1/7/2022 10:25:00 PM,Queensgate
1,1200 Block of GEST ST,39.1073,-84.5355,Lower Price Hill_Queensgate,5782,229000502,BLACK,FEMALE,33,NONFATAL,2022,20220107,222500,1/7/2022 10:25:00 PM,Queensgate
1,500 Block of DAVID ST,39.1124,-84.5249,West End,5779,229000214,BLACK,MALE,19,NONFATAL,2022,20220103,192000,1/3/2022 7:20:00 PM,West End
2,800 Block of BEECHER ST,39.1334,-84.4898,Walnut Hills,5778,229000131,UNKNOWN,MALE,19,FATAL,2022,20220102,155000,1/2/2022 3:50:00 PM,Walnut Hills
1,2400 Block of AUBURN AV,39.1268,-84.5078,Mt. Auburn,5772,229000010,WHITE,MALE,37,NONFATAL,2022,20220101,010700,1/1/2022 1:07:00 AM,Mount Auburn
1,2400 Block of AUBURN AV,39.1272,-84.5091,Mt. Auburn,5773,229000010,BLACK,MALE,54,NONFATAL,2022,20220101,010700,1/1/2022 1:07:00 AM,Mount Auburn
1,300 Block of E 12TH ST,39.1098,-84.509,Pendleton,5774,229000016,BLACK,MALE,30,NONFATAL,2022,20220101,020800,1/1/2022 2:08:00 AM,Pendleton
1,300 Block of E 12TH ST,39.1088,-84.51,Pendleton,5775,229000016,BLACK,MALE,36,NONFATAL,2022,20220101,020800,1/1/2022 2:08:00 AM,Pendleton
C,100 Block of E FREEDOM WAY,39.0964,-84.5096,Downtown,5776,220000022,BLACK,MALE,37,NONFATAL,2022,20220101,030000,1/1/2022 3:00:00 AM,Downtown
4,1500 Block of SUMMIT RD,39.2019,-84.4602,Roselawn,5777,229000029,BLACK,MALE,46,FATAL,2022,20220101,001900,1/1/2022 12:19:00 AM,Roselawn
1,100 Block of CALHOUN ST,39.128,-84.5142,CUF,6132,229028452,BLACK,MALE,36,NONFATAL,2022,20221024,034500,10/24/2022 3:45:00 AM,CUF - Heights
3,1900 Block of MILLVALE CT,39.1488,-84.5522,Millvale,6133,229028516,BLACK,MALE,31,NONFATAL,2022,20221024,143300,10/24/2022 2:33:00 PM,Millvale
